Data,Timestamp,Temperatura,Umidade,M1,M2,M3,M4,M5,M6,M7,M8,M9,M10,M11,M12,M13,M14,M15,Horas de Trabalho,Falha
2016-02-14 22:00:00,1455487200,64,77,1556,1,2,1696,1303,895,1081,680,1571,1818,1856,1784,641,399,653,40,No
2016-02-14 23:00:00,1455490800,60,76,375,0,1,1966,1757,1724,1278,1179,698,1646,703,1818,1036,1521,663,41,No
2016-02-15 00:00:00,1455494400,61,78,1923,2,2,1771,581,946,1541,1255,825,1160,234,164,809,979,562,42,No
2016-02-15 01:00:00,1455498000,60,79,364,2,0,600,221,1811,1837,1773,1862,553,996,426,1286,1481,1014,43,No
2016-02-15 02:00:00,1455501600,64,80,393,3,0,945,359,1528,395,394,1164,359,1239,935,255,1818,821,44,No
2016-02-15 03:00:00,1455505200,61,78,1805,0,1,1441,666,1601,209,1959,914,512,276,765,642,1018,549,45,No
2016-02-15 04:00:00,1455508800,64,79,948,0,2,707,1657,974,842,1191,1981,1408,673,718,1848,627,581,46,No
2016-02-15 05:00:00,1455512400,63,85,1487,0,1,1980,405,250,511,1255,617,840,1327,1376,452,1292,1878,47,No
2016-02-15 06:00:00,1455516000,63,75,1495,0,2,1604,1556,602,472,192,404,642,1784,1404,1534,1546,1108,48,No
2016-02-15 07:00:00,1455519600,64,75,275,0,0,1652,1807,808,1110,1622,405,617,157,1184,1274,1343,1564,49,No
2016-02-15 08:00:00,1455523200,61,85,798,1,2,1871,1751,546,482,1319,1603,1560,1957,1422,1944,814,1815,50,No
2016-02-15 09:00:00,1455526800,62,80,1482,3,0,1715,1237,1171,1084,629,1351,1953,521,1292,1050,1200,874,51,No
2016-02-15 10:00:00,1455530400,60,84,1710,2,2,425,598,1150,668,1930,222,2009,502,860,2010,1009,1419,52,No
2016-02-15 11:00:00,1455534000,66,81,736,0,0,1865,510,971,204,908,1906,801,1924,321,1869,666,2004,53,No
2016-02-15 12:00:00,1455537600,70,80,166,3,1,1869,1871,223,800,1135,598,980,765,1741,1032,1572,825,54,Yes
2016-02-15 13:00:00,1455541200,72,82,1800,0,0,1706,271,165,513,1929,1352,783,819,1982,664,1320,929,1,Yes
2016-02-15 14:00:00,1455544800,68,78,981,1,2,1270,542,1736,785,1798,524,1883,1461,1332,729,552,182,1,No
2016-02-15 15:00:00,1455548400,60,78,958,2,2,771,434,704,2004,669,1525,1137,663,1221,1698,457,1048,2,No
2016-02-15 16:00:00,1455552000,63,77,1344,0,2,806,1285,1611,498,1715,900,1388,806,1792,497,386,867,3,No
2016-02-15 17:00:00,1455555600,65,82,1911,3,1,859,717,794,1222,795,1384,395,1331,1393,158,1002,1959,4,No
2016-02-15 18:00:00,1455559200,64,76,588,1,2,1422,820,1725,625,1247,341,1414,2003,745,1183,1756,1969,5,No
2016-02-15 19:00:00,1455562800,61,78,290,0,2,1991,1063,1821,1289,987,1894,1026,357,1054,706,1675,1367,6,No
2016-02-15 20:00:00,1455566400,61,83,1401,1,1,1656,473,1864,819,1248,737,1901,1541,1200,1637,1566,1913,7,No
2016-02-15 21:00:00,1455570000,62,77,306,1,1,804,176,1027,1966,1566,603,866,773,815,1772,670,1325,8,No
2016-02-15 22:00:00,1455573600,63,79,432,0,2,992,989,1146,389,833,1918,519,729,565,906,255,525,9,No
2016-02-15 23:00:00,1455577200,65,84,1023,2,2,262,1256,686,1844,167,342,315,1258,1666,358,1002,275,10,No
2016-02-16 00:00:00,1455580800,68,81,1599,1,2,1367,1182,285,1853,1970,228,223,1785,855,1224,841,481,11,No
2016-02-16 01:00:00,1455584400,66,85,653,1,1,1602,465,1966,1792,233,630,1400,1362,1003,439,1342,990,12,No
2016-02-16 02:00:00,1455588000,60,85,990,2,1,1595,1482,1190,890,420,1613,1728,1385,1453,1894,383,1324,13,No
2016-02-16 03:00:00,1455591600,60,83,789,1,2,650,530,1718,513,1623,1933,229,995,211,1271,1604,1383,14,No
2016-02-16 04:00:00,1455595200,63,76,1048,1,0,901,1394,897,1983,597,1677,1674,381,1580,1915,1797,348,15,No
2016-02-16 05:00:00,1455598800,65,85,447,0,0,1213,945,558,1155,1253,1853,1837,1780,1904,1972,1185,916,16,No
2016-02-16 06:00:00,1455602400,68,75,1626,1,2,1644,803,1978,1902,678,1046,1464,169,1203,728,1786,742,17,No
2016-02-16 07:00:00,1455606000,66,83,339,0,1,1595,1037,338,605,1354,757,1625,549,643,1398,1210,506,18,No
2016-02-16 08:00:00,1455609600,67,81,792,1,2,1159,1374,540,1219,1349,161,1877,1528,723,973,1855,840,19,No
2016-02-16 09:00:00,1455613200,60,80,1220,1,2,1205,242,1033,1874,468,1416,1641,1883,945,445,326,325,20,Yes
2016-02-16 10:00:00,1455616800,61,85,1025,2,0,219,647,1394,574,1502,1999,233,159,1331,1922,743,1724,1,No
2016-02-16 11:00:00,1455620400,65,79,1450,3,1,1455,281,737,357,1848,286,681,1458,1131,1731,495,831,2,No
2016-02-16 12:00:00,1455624000,64,76,1420,0,0,743,1366,530,849,274,411,1332,469,1899,649,865,564,3,No
2016-02-16 13:00:00,1455627600,66,80,164,2,2,166,1004,450,1114,1513,1230,264,224,944,1347,610,905,4,No
2016-02-16 14:00:00,1455631200,66,78,348,3,2,411,890,413,1547,1200,1940,756,478,1222,476,1841,1026,5,No
2016-02-16 15:00:00,1455634800,65,75,728,1,1,646,194,1595,1173,1757,1464,1403,1691,464,807,1571,1437,6,No
2016-02-16 16:00:00,1455638400,65,77,1155,3,0,631,889,686,1283,467,722,458,251,1254,1712,225,687,7,No
2016-02-16 17:00:00,1455642000,68,82,1003,2,0,786,1767,519,1661,451,479,1609,801,328,999,919,1028,8,No
2016-02-16 18:00:00,1455645600,60,81,1527,2,0,288,371,1777,306,1455,455,1985,378,412,1171,743,966,9,No
2016-02-16 19:00:00,1455649200,64,76,1711,1,2,849,476,1844,1509,619,187,249,1022,302,539,397,1887,10,No
2016-02-16 20:00:00,1455652800,62,77,1552,0,2,1931,219,381,842,797,1007,261,769,412,1193,180,1808,11,No
2016-02-16 21:00:00,1455656400,61,82,1621,2,0,974,363,778,462,1845,1188,656,470,1463,671,864,1879,12,No
2016-02-16 22:00:00,1455660000,65,81,821,0,2,1440,1801,418,1174,1658,792,660,961,864,1935,1046,1669,13,No
2016-02-16 23:00:00,1455663600,60,82,1733,2,0,1080,1979,1725,1466,1755,1421,1861,1992,677,815,1705,177,14,No
2016-02-17 00:00:00,1455667200,65,85,1450,0,2,692,1955,1047,1978,1466,392,367,401,888,234,1663,637,15,No
2016-02-17 01:00:00,1455670800,64,75,634,0,1,885,678,1274,461,1240,1039,1399,1391,1204,702,1254,171,16,No
2016-02-17 02:00:00,1455674400,66,77,226,0,1,1666,528,1858,258,534,201,692,1034,1100,943,626,1482,17,No
2016-02-17 03:00:00,1455678000,63,79,2002,0,1,620,1294,1890,997,766,1675,993,1621,1725,397,593,1133,18,No
2016-02-17 04:00:00,1455681600,60,83,1815,0,2,1902,1725,1662,1731,1998,1778,797,404,1609,454,1197,1296,19,No
2016-02-17 05:00:00,1455685200,62,85,1243,2,1,591,1354,1933,566,1369,1346,216,1532,1796,996,1497,1860,20,No
2016-02-17 06:00:00,1455688800,64,76,174,2,1,1384,713,1040,193,240,556,1494,1648,1376,1852,1600,1722,21,No
2016-02-17 07:00:00,1455692400,65,81,445,2,2,611,270,366,1161,1803,711,1916,470,1440,857,1894,1416,22,No
2016-02-17 08:00:00,1455696000,64,81,841,1,0,311,1079,231,284,1681,1778,1830,786,1015,709,334,1559,23,No
2016-02-17 09:00:00,1455699600,68,76,1608,1,1,970,1545,722,1664,495,1803,489,1161,706,1375,1420,990,24,No
2016-02-17 10:00:00,1455703200,66,83,538,3,0,175,1329,1311,1129,1501,1728,1598,1237,1983,168,776,1526,25,No
2016-02-17 11:00:00,1455706800,61,80,1050,0,2,1189,1254,874,288,1163,1012,1057,1180,243,315,2000,873,26,No
2016-02-17 12:00:00,1455710400,60,77,1342,1,0,1999,481,205,732,1105,628,1407,235,1700,1373,1387,1499,27,No
2016-02-17 13:00:00,1455714000,61,82,1555,2,2,281,1061,1990,643,1331,495,468,1195,412,631,568,1709,28,No
2016-02-17 14:00:00,1455717600,68,81,1460,1,1,1169,1432,1137,208,426,173,837,157,1764,1304,1263,1857,29,No
2016-02-17 15:00:00,1455721200,66,76,940,1,2,174,1604,1979,1850,1659,1016,1627,169,1712,908,1841,1470,30,No
2016-02-17 16:00:00,1455724800,60,81,483,3,2,874,1381,931,1851,366,772,1751,1708,1831,1959,1424,556,31,No
2016-02-17 17:00:00,1455728400,66,76,1275,1,2,623,1938,1620,968,488,1863,1581,845,1114,1369,561,940,32,No
2016-02-17 18:00:00,1455732000,66,85,1486,2,0,698,1513,1269,502,310,170,1864,184,719,1470,1024,1169,33,No
2016-02-17 19:00:00,1455735600,66,77,1174,2,2,1267,1609,936,555,1290,1717,279,633,1034,870,396,1489,34,No
2016-02-17 20:00:00,1455739200,65,82,1693,3,0,521,526,394,1593,1926,1934,718,1357,812,1404,397,886,35,No
2016-02-17 21:00:00,1455742800,63,83,1920,0,1,734,1641,643,595,245,1028,1885,276,1678,1026,1780,1299,36,No
2016-02-17 22:00:00,1455746400,65,84,1488,0,0,842,965,1551,1630,768,1087,1511,1110,1080,804,225,1996,37,No
2016-02-17 23:00:00,1455750000,60,78,1759,1,0,1740,800,313,161,256,1399,1663,1094,991,1604,1254,1592,38,No
2016-02-18 00:00:00,1455753600,63,80,1812,1,2,236,666,180,1854,816,668,1449,980,325,497,936,184,39,No
2016-02-18 01:00:00,1455757200,64,82,1636,2,1,475,1712,364,1683,392,1065,728,1219,942,1163,527,1655,40,No
2016-02-18 02:00:00,1455760800,67,77,858,3,0,168,1829,1546,1534,296,1568,1495,281,726,1467,1348,1694,41,No
2016-02-18 03:00:00,1455764400,64,85,1784,3,1,861,1498,287,1966,935,1637,1864,542,1888,623,181,623,42,No
2016-02-18 04:00:00,1455768000,64,82,1396,1,0,1414,1357,453,892,1713,1859,423,1172,551,1134,1622,1491,43,No
2016-02-18 05:00:00,1455771600,64,78,230,0,2,1088,1273,496,1291,1266,1948,1806,637,410,1413,781,1775,44,No
2016-02-18 06:00:00,1455775200,68,83,1117,0,2,690,914,1220,935,843,870,706,485,614,1416,1214,805,45,No
2016-02-18 07:00:00,1455778800,61,83,1122,0,2,571,1105,1671,1918,221,1571,890,460,372,1265,769,1953,46,No
2016-02-18 08:00:00,1455782400,61,78,1792,2,1,735,1039,1993,1054,1073,980,1111,999,232,1772,1071,439,47,No
2016-02-18 09:00:00,1455786000,61,75,610,1,1,1074,1879,213,1614,616,792,770,1471,1261,1798,640,1631,48,No
2016-02-18 10:00:00,1455789600,61,80,879,1,1,1319,1534,1510,157,1385,646,175,604,1113,1723,1164,292,49,No
2016-02-18 11:00:00,1455793200,63,81,769,3,1,726,318,919,1091,1583,716,1615,1319,720,1981,1698,1497,50,No
2016-02-18 12:00:00,1455796800,68,78,608,3,1,680,1765,1522,1129,276,888,757,1543,1199,1735,440,435,51,No
2016-02-18 13:00:00,1455800400,62,75,1740,1,2,676,1520,497,1976,303,1847,607,579,1385,418,1064,1312,52,No
2016-02-18 14:00:00,1455804000,60,79,590,3,2,990,363,689,591,423,1568,669,626,1645,799,525,1965,53,No
2016-02-18 15:00:00,1455807600,61,76,882,0,0,561,1691,907,1589,1864,1889,1865,1626,829,179,1524,1949,54,No
2016-02-18 16:00:00,1455811200,67,81,792,3,0,1435,1916,1247,264,1605,831,676,934,919,224,580,1676,55,No
2016-02-18 17:00:00,1455814800,65,78,322,0,1,1997,690,1059,1083,642,331,1459,1849,700,496,156,268,56,No
2016-02-18 18:00:00,1455818400,66,79,1473,1,1,854,524,1974,757,2010,1967,187,1893,886,1248,697,872,57,No
2016-02-18 19:00:00,1455822000,68,82,1352,1,1,1287,231,716,235,1951,251,1894,1141,210,743,1593,649,58,No
2016-02-18 20:00:00,1455825600,64,78,1420,1,1,1595,182,1697,1634,194,935,1827,1109,771,596,592,1258,59,No
2016-02-18 21:00:00,1455829200,62,78,1113,2,2,1678,928,1408,664,691,1961,599,1750,451,1552,1379,885,60,No
2016-02-18 22:00:00,1455832800,64,85,1143,2,2,1512,1442,1786,1560,672,1601,1433,1513,1710,229,409,635,61,No
2016-02-18 23:00:00,1455836400,65,75,1290,2,1,1741,218,1411,1168,1619,822,1413,1098,1845,1114,1221,420,62,No
2016-02-19 00:00:00,1455840000,67,81,486,1,1,1056,1990,880,378,1105,1435,433,587,462,1484,993,382,63,No
2016-02-19 01:00:00,1455843600,62,79,1907,1,0,1009,661,1513,1998,1354,401,1321,629,559,565,1191,1847,64,No
2016-02-19 02:00:00,1455847200,62,79,1923,1,1,1915,1183,1703,1555,1348,1267,816,456,1594,1814,1832,262,65,No
2016-02-19 03:00:00,1455850800,68,77,1592,1,2,897,1225,1566,1855,382,880,1836,257,718,1948,772,938,66,No
2016-02-19 04:00:00,1455854400,62,79,1339,1,1,1192,1797,222,1533,850,1149,239,1759,932,779,1171,595,67,No
2016-02-19 05:00:00,1455858000,66,76,1132,0,1,1218,1646,563,730,263,679,809,270,461,1393,197,304,68,No
2016-02-19 06:00:00,1455861600,66,84,859,0,0,531,1364,1179,1451,650,908,480,484,916,1356,597,831,69,No
2016-02-19 07:00:00,1455865200,67,82,1787,2,2,1225,1955,1367,365,1520,885,1778,1140,1773,1827,973,1515,70,No
2016-02-19 08:00:00,1455868800,68,84,1184,2,2,1125,1800,1074,1680,1575,840,1758,1910,1084,916,1068,1437,71,No
2016-02-19 09:00:00,1455872400,62,79,1490,2,2,1857,188,817,1409,961,630,1004,184,1865,708,1507,1861,72,No
2016-02-19 10:00:00,1455876000,62,76,247,2,2,1489,1395,1960,1521,1350,1640,1265,1053,1940,1206,1588,1509,73,No
2016-02-19 11:00:00,1455879600,64,82,838,0,0,1844,1020,1764,1179,1357,306,1271,1215,1656,943,1979,1774,74,No
2016-02-19 12:00:00,1455883200,68,82,617,1,1,1846,311,1537,1854,1722,932,2010,367,1330,1696,1169,1095,75,No
2016-02-19 13:00:00,1455886800,66,77,1597,1,1,1239,1674,1231,1804,1607,634,1695,917,1785,1914,1648,1244,76,No
2016-02-19 14:00:00,1455890400,61,76,1907,2,0,1565,956,231,1913,580,247,1124,1536,1639,953,976,760,77,No
2016-02-19 15:00:00,1455894000,60,77,275,1,2,607,399,1256,894,1581,1514,993,1016,1796,818,1200,1466,78,No
2016-02-19 16:00:00,1455897600,64,79,664,0,1,281,1631,422,1921,849,1395,1089,1178,1441,1292,804,1861,79,No
2016-02-19 17:00:00,1455901200,65,85,1384,3,2,1731,212,1589,519,1204,1863,1578,418,1388,920,298,1887,80,No
2016-02-19 18:00:00,1455904800,65,81,856,0,2,324,632,1003,224,454,1930,220,750,249,1572,503,1917,81,No
2016-02-19 19:00:00,1455908400,63,82,624,1,1,1100,426,1720,512,1914,1405,1606,1385,1636,563,983,1779,82,No
2016-02-19 20:00:00,1455912000,63,82,492,0,1,937,566,164,894,1612,395,1596,1744,1239,1282,1599,316,83,No
2016-02-19 21:00:00,1455915600,64,82,324,1,2,1423,1528,475,508,1385,1521,1481,1067,636,1554,1201,1006,84,No
2016-02-19 22:00:00,1455919200,67,77,269,1,0,1249,455,243,706,811,1320,900,680,1368,1031,460,1662,85,No
2016-02-19 23:00:00,1455922800,65,78,284,0,2,1509,270,1308,1182,1369,466,1267,708,564,291,327,1021,86,No
2016-02-20 00:00:00,1455926400,63,79,662,0,0,401,1600,1115,1941,1932,1276,1328,803,369,919,1595,321,87,No
2016-02-20 01:00:00,1455930000,63,82,763,2,1,1237,263,1493,1594,809,1722,983,1080,1163,386,956,216,88,No
2016-02-20 02:00:00,1455933600,67,75,1789,3,0,1318,629,596,1728,744,275,1308,808,1903,495,773,1902,89,No
2016-02-20 03:00:00,1455937200,65,75,397,3,1,935,1411,192,1136,1145,213,1483,1548,972,565,422,161,90,No
2016-02-20 04:00:00,1455940800,67,81,841,3,0,825,583,1667,1896,1981,1315,807,543,2003,1501,1243,1205,91,No
2016-02-20 05:00:00,1455944400,68,85,1816,0,1,1024,507,884,2003,1870,1863,927,646,1496,756,1118,1775,92,No
2016-02-20 06:00:00,1455948000,67,80,572,2,0,1698,213,682,609,317,1900,800,613,1730,335,1443,1879,93,No
2016-02-20 07:00:00,1455951600,60,78,1026,1,2,1602,1955,1558,1553,1553,470,453,260,1758,486,1362,1926,94,No
2016-02-20 08:00:00,1455955200,64,80,469,1,2,691,1391,440,361,1350,1336,478,990,1222,1071,1200,413,95,No
2016-02-20 09:00:00,1455958800,64,81,1521,0,2,1119,1042,444,809,547,550,419,180,798,904,1794,443,96,No
2016-02-20 10:00:00,1455962400,64,76,451,1,2,346,1666,375,862,870,1241,1646,846,1401,525,884,1030,97,No
2016-02-20 11:00:00,1455966000,66,77,241,2,1,1028,1764,1543,1409,1725,1419,1190,1997,1524,717,1806,1000,98,No
2016-02-20 12:00:00,1455969600,60,80,1839,0,2,1773,1438,283,1891,1963,1323,1584,1112,950,1951,921,1047,99,No
2016-02-20 13:00:00,1455973200,63,80,1076,0,1,1502,1294,512,491,1167,1320,471,1773,905,812,255,1042,100,No
2016-02-20 14:00:00,1455976800,65,78,1628,2,1,1067,1941,417,1022,228,169,1778,1469,1408,1098,1119,1098,101,No
2016-02-20 15:00:00,1455980400,64,81,1585,1,2,1525,1977,228,931,409,1270,1867,269,1973,1641,920,1494,102,No
2016-02-20 16:00:00,1455984000,62,79,1684,2,1,642,1971,644,697,1536,208,482,604,1701,1206,400,341,103,No
2016-02-20 17:00:00,1455987600,67,78,155,0,2,481,1185,1006,908,1265,176,1770,822,439,714,1703,883,104,No
2016-02-20 18:00:00,1455991200,62,78,1236,3,1,1910,892,578,1867,1311,619,690,269,1517,603,524,1132,105,No
2016-02-20 19:00:00,1455994800,65,75,1168,0,0,1406,1165,320,548,974,1847,200,901,976,1484,267,1100,106,No
2016-02-20 20:00:00,1455998400,60,83,1393,2,1,959,882,1879,1622,862,1207,401,1151,1585,434,826,1006,107,No
2016-02-20 21:00:00,1456002000,61,78,402,1,1,376,817,1844,316,1980,1759,170,1018,931,951,1856,1945,108,No
2016-02-20 22:00:00,1456005600,63,80,1120,3,1,1577,1804,1596,1437,600,1961,1059,888,381,1676,547,397,109,No
2016-02-20 23:00:00,1456009200,65,77,197,2,1,914,770,860,1304,2006,952,1804,528,1543,1958,471,907,110,No
2016-02-21 00:00:00,1456012800,65,85,799,3,2,1743,1760,1555,239,348,1893,1024,1053,182,1537,1981,1363,111,No
2016-02-21 01:00:00,1456016400,60,82,800,3,1,1215,788,374,1571,1131,437,1433,1151,1014,349,1876,911,112,No
2016-02-21 02:00:00,1456020000,67,78,414,3,0,1169,864,1388,1837,1260,578,242,1585,1631,1829,1079,1499,113,No
2016-02-21 03:00:00,1456023600,66,85,473,3,1,1573,521,1862,1489,1085,342,1680,610,804,583,1900,2003,114,No
2016-02-21 04:00:00,1456027200,60,77,1050,1,1,1973,1540,1801,2007,938,1984,1362,1447,459,663,1794,662,115,No
2016-02-21 05:00:00,1456030800,60,83,886,3,1,570,786,409,322,333,1885,937,1315,525,684,1037,1620,116,No
2016-02-21 06:00:00,1456034400,68,75,1946,3,0,1466,831,976,532,1157,441,1499,1716,1019,1259,579,768,117,No
2016-02-21 07:00:00,1456038000,60,77,768,2,0,1643,389,1660,1977,882,368,263,1371,1011,1108,1482,643,118,No
2016-02-21 08:00:00,1456041600,66,78,1136,1,0,1978,530,1544,1771,1128,1407,765,700,350,901,897,1595,119,No
2016-02-21 09:00:00,1456045200,64,79,1204,1,1,1180,1024,1492,1719,382,1375,774,336,948,216,472,847,120,No
2016-02-21 10:00:00,1456048800,64,78,262,0,0,208,1106,1046,1795,1553,1142,1456,1846,1491,846,1881,739,121,No
2016-02-21 11:00:00,1456052400,64,84,1655,3,2,358,1333,489,1643,1986,1357,826,1347,845,1512,1397,474,122,No
2016-02-21 12:00:00,1456056000,64,80,1157,2,2,467,1162,725,2011,1123,188,1390,278,1360,1575,185,1442,123,No
2016-02-21 13:00:00,1456059600,67,78,1883,0,2,1318,1036,637,615,969,1727,398,1385,844,1871,332,613,124,No
2016-02-21 14:00:00,1456063200,66,84,1189,2,0,506,1878,1858,1587,1197,1877,806,214,1433,1752,1701,541,125,No
2016-02-21 15:00:00,1456066800,64,75,427,0,0,1291,393,410,502,1983,1621,1690,1123,1630,1147,1547,1439,126,No
2016-02-21 16:00:00,1456070400,61,84,475,3,0,1246,1937,505,1704,618,1983,1987,1370,714,564,1163,689,127,No
2016-02-21 17:00:00,1456074000,64,83,191,1,2,1921,368,1801,1233,696,1699,1345,357,749,864,834,1856,128,No
2016-02-21 18:00:00,1456077600,63,79,941,0,2,1737,1624,1249,832,1201,1711,428,1078,1078,193,422,1603,129,No
2016-02-21 19:00:00,1456081200,66,80,515,3,2,682,1875,739,199,234,1954,740,980,1032,648,1176,1591,130,No
2016-02-21 20:00:00,1456084800,66,78,655,2,1,1484,2002,597,1722,1824,547,1109,1867,1399,1198,1147,291,131,No
2016-02-21 21:00:00,1456088400,63,79,1776,0,2,910,1534,1895,480,1970,356,1509,222,587,666,320,1342,132,No
2016-02-21 22:00:00,1456092000,60,77,1147,1,1,1465,905,1656,1135,586,427,264,957,670,375,626,643,133,No
2016-02-21 23:00:00,1456095600,62,77,900,3,1,994,704,326,1694,1712,1429,744,1563,920,365,340,1983,134,No
2016-02-22 00:00:00,1456099200,67,75,1788,0,2,264,1827,181,635,1769,1147,1647,982,1054,1199,1506,1272,135,No
2016-02-22 01:00:00,1456102800,60,75,1212,3,0,1886,705,677,2006,1916,1540,1898,398,1662,1283,1509,1469,136,No
2016-02-22 02:00:00,1456106400,67,77,1347,1,2,1666,1575,724,585,1384,828,1679,1073,1426,468,304,1784,137,No
2016-02-22 03:00:00,1456110000,63,80,346,1,0,1171,2000,1537,1558,1168,712,1028,1165,373,1398,1061,936,138,No
2016-02-22 04:00:00,1456113600,65,76,1022,2,2,251,569,669,892,843,621,1262,834,210,1666,1661,1261,139,No
2016-02-22 05:00:00,1456117200,67,80,1452,0,2,466,923,507,1030,1500,757,327,1160,261,560,1404,1917,140,No
2016-02-22 06:00:00,1456120800,60,85,1622,3,0,1912,1586,1935,1962,1841,497,379,514,1832,1622,165,657,141,No
2016-02-22 07:00:00,1456124400,65,75,1152,2,1,207,161,1419,1608,1313,178,1183,1191,1553,583,1135,302,142,No
2016-02-22 08:00:00,1456128000,62,79,1818,3,2,1214,574,859,1131,1706,457,1134,1475,731,954,450,1569,143,No
2016-02-22 09:00:00,1456131600,60,78,581,0,0,301,732,950,765,824,1174,886,238,835,1893,1153,891,144,No
2016-02-22 10:00:00,1456135200,67,77,811,1,1,1337,1592,1605,1904,536,1023,589,1898,1758,683,1475,1350,145,No
2016-02-22 11:00:00,1456138800,62,78,1452,0,0,1133,288,1907,1539,1387,949,1834,1459,455,770,1905,1367,146,No
2016-02-22 12:00:00,1456142400,63,84,751,2,0,1047,932,357,440,611,653,1096,1242,662,500,740,1833,147,No
2016-02-22 13:00:00,1456146000,67,83,605,0,1,529,1254,1535,255,982,291,1860,966,188,553,1034,937,148,No
2016-02-22 14:00:00,1456149600,60,76,1315,3,0,238,392,1396,971,1592,740,360,1755,318,1484,1108,756,149,No
2016-02-22 15:00:00,1456153200,64,82,421,1,1,1379,435,1161,374,1960,1345,329,1902,962,881,196,1248,150,No
2016-02-22 16:00:00,1456156800,62,83,1498,3,1,1996,884,1244,998,887,529,1459,889,1082,999,723,853,151,No
2016-02-22 17:00:00,1456160400,65,77,1054,1,0,1773,1607,895,789,1408,595,1009,1945,828,1615,1504,1399,152,No
2016-02-22 18:00:00,1456164000,60,78,679,0,2,424,1533,1267,895,570,1434,205,254,1414,233,1493,776,153,No
2016-02-22 19:00:00,1456167600,65,84,1207,1,2,1176,695,1004,1125,649,1060,360,207,241,334,1136,919,154,No
2016-02-22 20:00:00,1456171200,67,77,826,1,0,1493,1649,912,982,1503,1815,662,1729,602,627,949,658,155,No
2016-02-22 21:00:00,1456174800,65,84,327,2,2,711,348,1478,964,1054,2010,1350,240,1050,1048,1277,436,156,No
2016-02-22 22:00:00,1456178400,65,77,796,3,0,539,350,1054,1592,401,1298,1333,617,753,1693,1495,1046,157,No
2016-02-22 23:00:00,1456182000,68,81,1912,0,2,779,1965,1252,1816,1082,608,1064,1967,236,428,829,1299,158,No
2016-02-23 00:00:00,1456185600,60,84,405,2,0,1743,1193,935,1330,810,242,1742,1146,277,1332,1656,389,159,No
2016-02-23 01:00:00,1456189200,62,78,633,2,0,1120,1070,854,178,161,1252,1697,750,1865,909,1017,1900,160,No
2016-02-23 02:00:00,1456192800,60,78,1093,1,2,183,1906,1653,959,924,575,371,554,1766,1835,1620,542,161,No
2016-02-23 03:00:00,1456196400,66,85,208,0,1,189,769,547,160,375,353,552,1444,1042,912,914,1462,162,No
2016-02-23 04:00:00,1456200000,66,81,870,2,0,1885,212,436,1203,1536,1197,1903,1621,1850,1629,669,1443,163,No
2016-02-23 05:00:00,1456203600,64,85,1972,1,2,1550,1811,219,1329,874,889,982,1849,690,1258,2004,1725,164,No
2016-02-23 06:00:00,1456207200,67,79,1195,3,1,1120,502,869,248,1648,331,1036,669,1709,247,1565,1537,165,No
2016-02-23 07:00:00,1456210800,67,83,1603,0,1,1506,1387,829,1399,217,1526,1733,1064,605,501,1291,607,166,No
2016-02-23 08:00:00,1456214400,61,83,1880,1,0,1247,1655,1172,1103,1903,430,1346,877,767,1059,863,873,167,No
2016-02-23 09:00:00,1456218000,66,75,843,1,1,1457,1870,333,1880,1945,410,164,1655,491,615,604,1173,168,No
2016-02-23 10:00:00,1456221600,63,84,930,1,0,1933,245,1238,1951,1060,220,1024,1736,1735,1635,270,1417,169,No
2016-02-23 11:00:00,1456225200,61,75,190,3,0,1528,1046,424,837,842,309,1523,1376,369,1740,340,501,170,No
2016-02-23 12:00:00,1456228800,62,83,1237,0,2,903,801,1248,265,1048,1298,1642,1218,885,385,590,299,171,No
2016-02-23 13:00:00,1456232400,65,75,1215,2,0,404,1162,1105,1227,1840,906,1229,863,470,993,1718,533,172,No
2016-02-23 14:00:00,1456236000,61,84,1323,0,1,1849,1903,485,1260,1917,532,470,1868,1569,1304,1335,887,173,No
2016-02-23 15:00:00,1456239600,65,83,1303,2,1,1989,1599,554,429,1190,755,1912,429,1578,431,1884,615,174,No
2016-02-23 16:00:00,1456243200,61,77,1223,1,1,160,700,210,1267,1333,989,1543,223,390,1473,764,2004,175,No
2016-02-23 17:00:00,1456246800,64,80,383,1,1,520,985,1945,843,1475,925,1355,1145,1135,1939,1294,1354,176,No
2016-02-23 18:00:00,1456250400,63,76,667,3,1,227,771,594,1899,1955,1120,1027,359,1516,2001,1825,1725,177,No
2016-02-23 19:00:00,1456254000,61,78,2010,1,2,1369,709,1133,887,927,1438,1879,1334,552,184,1405,168,178,No
2016-02-23 20:00:00,1456257600,62,78,1593,0,1,1226,862,742,1027,1185,923,1929,332,1172,869,332,1938,179,No
2016-02-23 21:00:00,1456261200,68,83,222,0,2,1048,1697,174,299,1915,197,1449,1219,1431,748,261,897,180,No
2016-02-23 22:00:00,1456264800,66,75,1024,1,0,599,1635,204,1541,1686,1197,1679,1779,1089,767,1231,388,181,No
2016-02-23 23:00:00,1456268400,62,85,239,3,0,1241,1666,436,1155,1457,1933,1386,1195,1838,768,1643,1784,182,No
2016-02-24 00:00:00,1456272000,67,75,1449,2,1,751,1034,1773,293,953,1521,239,1064,290,1413,1048,594,183,No
2016-02-24 01:00:00,1456275600,62,80,1223,3,2,1505,293,1208,1016,613,1818,654,527,1566,860,593,1773,184,No
